Product code,Product name,Category,Sub category,Season,Cost price (EUR),RRP (EUR),WKs active (to date),Launch date,Product count,Sales U BR,Sales € BR (EUR),Sales U AR,Sales € AR (EUR),ST % (to date),Avg weekly ST % (all time),TROS BR Avg,First 3 WK ROS,GP %,RR %,"RR % (units, all time)",Returns U,ATS U,Stock U
25-4-SU25-62-431,The Mini Canvas Bag | Ivory,Accessories,Bags,Summer25,13.75,75,40,5/6/2025,1,5,311,3,218,52%,1%,1,1.3,81.00%,40%,18%,2,144,141
25-2-SP25-14-100,Structured Satin Edge Scarf | Black,Scarves,Decorative,Spring25.2,5.42,59,52,13/3/2025,1,3,146,3,146,100%,2%,0.6,49.3,88.90%,0%,18%,0,3,0
25-2-SU25-3-143,Summer Jersey Top | Taupe,Tops,Ls top,Summer25,8.93,59,40,5/6/2025,1,4,197,3,147,99%,2%,0.6,17.7,81.80%,25%,33%,1,10,7
25-1-FA25-11-162,Trench Abaya | Dark Brown,Outerwear,Coat,Fall25.1,24.62,149,20,21/10/2025,1,44,"5,474",3,406,99%,5%,10.6,244.7,81.80%,93%,25%,41,9,6
23-1-FA23-12-355,City Girl Bag | Desert Brown,Accessories,Tote bags,Spring25.1,6.27,24,55,17/2/2025,1,3,40,3,40,98%,2%,0.6,26.3,52.60%,0%,35%,0,13,10
25-1-SP25-27-366,Pleated Neck Dress | Dark Pearl,Dresses,Casual,Spring25.2,14.88,129,52,13/3/2025,1,4,454,3,411,56%,1%,0.8,22.7,89.10%,25%,42%,1,326,323
25-1-SU25-13-100,Front Tie Top | Black,Tops,Blouse,Summer25,12.52,75,40,5/6/2025,1,3,186,3,186,100%,2%,0.8,11.3,79.80%,0%,23%,0,3,0
25-2-SU25-3-100,Summer Jersey Top | Black,Tops,Ls top,Summer25,8.93,59,40,5/6/2025,1,3,130,3,130,98%,2%,0.8,16,79.40%,0%,23%,0,12,9
25-3-FA25-3-131,Knitted Collar Dress | Chocolate,Dresses,Casual,Fall25.1,16.35,104,20,21/10/2025,1,6,516,3,256,58%,3%,0.8,56.7,80.80%,50%,35%,3,152,149
25-2-FA25-4-438,Comfy Skirt | Cloud White,Bottoms,Skirts,Fall25.1,13.1,69,20,21/10/2025,1,4,230,3,172,42%,2%,0.3,11,77.10%,25%,37%,1,68,65
25-1-FA25-9-162,Flared Trousers | Dark Brown,Bottoms,Pants,Fall25.1,14.07,84,20,21/10/2025,1,8,557,3,220,80%,4%,0.9,32,80.80%,63%,30%,5,37,34
25-2-FA25-4-100,Comfy Skirt | Black,Bottoms,Skirts,Fall25.2,13.1,69,16,17/11/2025,1,6,344,3,172,33%,2%,0.3,3.3,77.10%,50%,23%,3,69,66
25-3-FA25-12-100,Ribbed Knit Skirt | Black,Bottoms,Skirts,Fall25.1,8.62,89,20,21/10/2025,1,6,455,3,235,45%,2%,0.6,23.7,89.00%,50%,32%,3,128,125
24-2-SP24-7-295,Premium Jersey Hijab | Misty Green,Hijab/khimaar,(none),Carry over,6.16,25,92,4/6/2024,1,3,63,3,63,100%,1%,0.7,21,70.50%,0%,21%,0,3,0
25-1-SU25-5-277,Woven Abaya Regular | Moon Grey,Outerwear,Abaya,Summer25,12.91,98,40,5/6/2025,1,4,327,3,246,96%,2%,0.6,13.7,84.20%,25%,24%,1,12,9
25-1-FA25-17-100,Wool Bomber | Black,Outerwear,Bomber,Fall25.2,23.91,129,16,17/11/2025,1,8,871,3,348,66%,4%,1.4,4,79.40%,63%,28%,5,104,101
25-3-FA25-6-162,Brushed Knit Abaya | Dark Brown,Outerwear,Coat,Fall25.2,22.86,139,16,17/11/2025,1,11,"1,296",3,332,56%,3%,0.9,-24.7,79.30%,73%,43%,8,243,240
25-1-SU25-25-388,Poplin Dress | Moss Gray,Dresses,Casual,Summer25,17.95,109,40,5/6/2025,1,3,271,3,271,89%,2%,0.5,15.3,80.10%,0%,51%,0,48,45
23-2-FA23-5-162,Essential Legging | Dark Brown,Bottoms,Leggings,Fall25.1,10.85,45,8,13/1/2026,1,5,194,3,119,92%,10%,0.4,-1.3,81.80%,40%,10%,2,67,64
24-1-FA24-11-337,Essential Dress Short | Dusty Olive,Dresses,Dress,(none),13.12,90,73,17/10/2024,1,7,524,3,227,100%,1%,1.4,45.3,82.60%,57%,31%,4,5,2
25-1-FA25-13-438,Wool Blend Sweater | Cloud White,Tops,Sweaters,Fall25.1,14.07,89,20,21/10/2025,1,6,443,3,222,41%,2%,0.3,18,81.00%,50%,55%,3,80,77
24-2-SP24-6-366,Premium Jersey Khimaar | Dark Pearl,Hijab/khimaar,Khimaar,Spring25.1,11.86,49,26,12/9/2025,1,5,204,2,82,100%,4%,3.5,-4,71.00%,60%,16%,3,2,0
24-2-FA24-22-377,Bamboo Tube Underscarf | Brown Rice,Scarves,Underscarf,Carry over,2.08,15,40,5/6/2025,1,2,25,2,25,100%,2%,1,5.3,83.20%,0%,10%,0,2,0
25-2-FA25-8-438,Boucle Jersey Pants | Cloud White,Bottoms,Pants,Fall25.1,14.95,89,20,21/10/2025,1,3,147,2,74,42%,2%,0.4,30.3,59.30%,33%,42%,1,143,141
25-1-FA25-4-462,Tailored Oversized Blazer | Walnut,Outerwear,Blazer,Fall25.1,15.39,109,20,21/10/2025,1,5,452,2,181,24%,1%,0.5,24.7,83.00%,60%,33%,3,304,302
24-2-SP24-3-397,Breathable Khimaar | Soft Khaki Green,Hijab/khimaar,Khimaar,Carry over,12.22,59,26,12/9/2025,1,2,98,2,98,13%,0%,0.3,0,74.90%,0%,15%,0,440,438
25-1-SP25-30-378,Satin Bias Skirt | Grey Green,Bottoms,Skirts,Spring25.2,9.74,69,52,12/3/2025,1,3,171,2,114,97%,2%,0.6,32.3,82.90%,33%,43%,1,6,4
25-1-SP25-22-366,Satin Classic Blazer | Dark Pearl,Outerwear,Blazer,Spring25.2,14.79,99,52,12/3/2025,1,2,165,2,165,96%,2%,0.5,69,82.10%,0%,45%,0,14,12
25-3-FA25-6-438,Brushed Knit Abaya | Cloud White,Outerwear,Coat,Fall25.2,22.86,139,16,17/11/2025,1,5,575,2,235,35%,2%,0.5,-6.7,80.50%,60%,40%,3,215,213
24-2-SP24-18-248,Jersey Modal Skirt | Deep Brown,Bottoms,Skirts,Carry over,10.93,69,94,23/5/2024,1,2,57,2,57,100%,1%,0.6,1.3,61.70%,0%,18%,0,3,1
25-1-FA25-15-466,Weightless Woven Scarf | Wood Gradient,Scarves,Modal,Fall25.2,6.59,45,16,17/11/2025,1,5,186,2,74,11%,1%,0.6,3.3,82.10%,60%,14%,3,457,455
25-1-FA25-2-462,Tailored Pants | Walnut,Bottoms,Pants,Fall25.1,10.55,74,20,21/10/2025,1,4,245,2,122,31%,1%,0.4,16.3,82.80%,50%,32%,2,137,135
23-2-SU23-3-120,Essential Legging | Cream White,Bottoms,Leggings,Essentials,10.05,45,92,8/6/2024,1,3,117,2,80,100%,1%,0.5,-0.7,74.90%,33%,11%,1,2,0
24-2-FA24-20-382,Bamboo Headband | Lint,Hijab/khimaar,Hijab,Spring25.2,1.78,10,52,13/3/2025,1,2,19,2,19,65%,1%,0.3,2,81.10%,0%,14%,0,53,51
25-1-SU25-26-388,Poplin Shirt | Moss Gray,Tops,Shirt,Summer25,10.87,74,40,5/6/2025,1,3,200,2,169,30%,1%,0.6,1.7,87.20%,33%,53%,1,322,320
25-1-FA25-7-463,Satin Skirt | Leopard,Bottoms,Skirts,Fall25.2,10.99,79,16,17/11/2025,1,3,198,2,131,35%,2%,0.4,0,83.20%,33%,23%,1,106,104
24-2-SS24-2-124,Premium Jersey Hijab | Artichoke,Hijab/khimaar,(none),Spring24.2,2.58,25,0,Not yet launched,1,2,41,2,41,72%,0%,0.8,8.3,87.60%,0%,25%,0,72,70
24-1-SU24-16-100,Satin Edge Scarf | Black,Scarves,Decorative scarves,Summer24,5.42,59,92,4/6/2024,1,2,98,2,98,99%,1%,0.5,1.7,88.90%,0%,20%,0,4,2
24-1-FA24-10-327,Essential Dress Regular | Pebble,Dresses,Essential,Spring25.1,16.42,90,26,12/9/2025,1,3,224,2,149,78%,3%,0.5,-4.3,77.90%,33%,37%,1,84,82
23-2-FA23-8-392,Premium Jersey Scarf | Burgundy,Scarves,Premium,Fall25.2,5.99,25,55,17/2/2025,1,4,83,2,33,100%,2%,0.5,564,64.00%,50%,2%,2,4,2
24-2-FA24-21-405,Bamboo Tied Underscarf | Lake,Scarves,Underscarf,Carry over,2.87,19,40,5/6/2025,1,2,32,2,32,66%,2%,0.5,1.7,81.90%,0%,6%,0,51,49
25-1-SU25-7-388,Summer Stripe Abaya | Moss Gray,Outerwear,Abaya,Summer25,17.66,109,40,5/6/2025,1,2,181,2,181,73%,2%,0.5,10.7,80.50%,0%,31%,0,112,110
23-1-FA23-12-100,City Girl Bag | Black,Accessories,Tote bag,Carry over,6.27,24,55,17/2/2025,1,2,40,2,40,99%,2%,0.5,25,68.40%,0%,7%,0,18,16
25-1-SP25-10-355,Long Poncho | Desert Brown,Outerwear,Poncho,Spring25.1,20.21,109,26,12/9/2025,1,2,180,2,180,64%,2%,0.3,-0.3,77.60%,0%,31%,0,102,100
24-2-FA24-22-382,Bamboo Tube Underscarf | Lint,Scarves,Underscarf,Spring25.2,1.97,15,52,13/3/2025,1,2,25,2,25,74%,1%,0.3,3.7,84.20%,0%,8%,0,40,38
24-2-FA24-22-405,Bamboo Tube Underscarf | Lake,Scarves,Underscarf,Carry over,2.08,15,40,5/6/2025,1,2,25,2,25,45%,1%,0.3,2.7,83.40%,0%,4%,0,80,78
25-3-FA25-8-437,Brushed Knit Skirt | Desert Clay,Bottoms,Skirts,Fall25.2,11.78,79,16,17/11/2025,1,3,197,2,106,15%,1%,0.2,1.3,77.70%,33%,15%,1,190,188
25-2-FA25-5-440,Comfy Hoodie | White Honey,Tops,Sweater,Fall25.2,14.86,79,16,17/11/2025,1,4,276,2,145,5%,0%,0.3,3,89.70%,50%,16%,2,916,914
24-1-SU24-8-275,Weightless Woven Scarf | Light Blue,Scarves,Modal,Carry over,4.28,25,92,5/6/2024,1,3,68,2,47,33%,0%,0.6,10,81.80%,33%,19%,1,337,335
25-1-SU25-6-147,Sleeveless Woven Dress Regular | Pastel Orange,Dresses,Casual,Summer25,9.26,69,40,5/6/2025,1,2,115,2,115,63%,2%,0.3,10.7,83.90%,0%,22%,0,296,294
25-1-SU25-30-388,Short Satin Abaya | Moss Gray,Outerwear,Abaya,Summer25,12.42,89,40,5/6/2025,1,2,170,2,170,22%,1%,0.3,4.3,85.40%,0%,32%,0,652,650
23-2-FA23-5-388,Essential Legging | Moss Gray,Bottoms,Leggings,Carry over,11.41,45,8,13/1/2026,1,2,74,2,74,18%,2%,0.3,-1.3,69.30%,0%,20%,0,545,543
23-2-SU23-3-136,Essential Legging | Bone,Bottoms,Leggings,Essentials,10.05,45,92,8/6/2024,1,2,75,2,75,100%,1%,0.3,-1.7,73.10%,0%,11%,0,5,3
25-1-SU25-33-404,Shibori Kaftan Dress | Beige Rose,Dresses,Casual,Summer25,21.35,129,40,5/6/2025,1,3,319,2,210,23%,1%,0.5,0,79.70%,33%,41%,1,313,311
25-1-FA25-12-437,Straight Shirt | Desert Clay,Tops,Shirt,Fall25.1,14.07,89,20,21/10/2025,1,4,294,2,146,18%,1%,0.9,8,80.80%,50%,21%,2,223,221
24-1-SU24-8-405,Weightless Woven Scarf | Lake,Scarves,Modal,Carry over,4.15,25,40,5/6/2025,1,3,63,2,42,20%,0%,0.6,5.3,80.20%,33%,10%,1,414,412
23-1-FA23-9-136,Essential Abaya - Short | Bone,Outerwear,Abaya,Carry over,18.67,130,29,21/8/2025,1,2,215,2,215,100%,3%,0.3,0.3,82.60%,0%,32%,0,2,0
24-1-SU24-12-294,Poplin Long Shirt | Soft Taupe,Dresses,(none),Summer24,21.32,109,93,29/5/2024,1,2,182,2,182,99%,1%,0.5,77.3,76.50%,0%,59%,0,5,3
25-1-SP25-40-355,Lurex Embroidered Kaftan Dress | Desert Brown,Dresses,Occasion,Spring25.2,16.44,139,52,13/3/2025,1,3,344,2,229,100%,2%,0.5,104,85.70%,33%,41%,1,2,0
25-1-SU25-25-377,Poplin Dress | Brown Rice,Dresses,Casual,Summer25,17.95,109,40,5/6/2025,1,2,181,2,181,75%,2%,0.5,11,80.20%,0%,52%,0,76,74
25-1-SU25-5-276,Woven Abaya Regular | Light Moss,Outerwear,Abaya,Summer25,12.91,98,40,5/6/2025,1,2,164,2,164,99%,2%,0.3,12.3,84.30%,0%,24%,0,4,2
25-3-FA25-8-162,Brushed Knit Skirt | Dark Brown,Bottoms,Skirts,Fall25.2,11.78,79,16,17/11/2025,1,9,526,2,67,64%,4%,0.9,-7.3,64.80%,78%,43%,7,103,101
24-2-SU24-7-366,Premium Jersey Prayer Skirt | Dark Pearl,Bottoms,Skirts,Spring25.1,11.36,49,26,12/9/2025,1,7,285,2,81,99%,4%,1.8,-1.7,72.10%,71%,13%,5,8,6
24-2-SP24-3-323,Breathable Khimaar | Meteor,Hijab/khimaar,Khimaar,Spring25.1,12.22,59,26,12/9/2025,1,2,98,2,98,15%,1%,0.5,0,74.90%,0%,18%,0,439,437
25-1-SP25-18-100,Volume Sleeve Top | Black,Tops,Blouse,Spring25.2,10.11,69,52,12/3/2025,1,5,287,2,174,95%,2%,0.9,49,88.40%,60%,33%,3,36,34
25-1-SU25-21-305,Drop Waist Dress | Sunset Yellow,Dresses,Casual,Summer25,21.35,109,40,5/6/2025,1,2,179,2,179,55%,1%,0.5,4.7,76.20%,0%,39%,0,217,215
25-2-SU25-4-143,Summer Jersey Pants | Taupe,Bottoms,Pants,Summer25,9.71,64,40,5/6/2025,1,3,160,2,106,74%,2%,0.5,13,81.70%,33%,34%,1,129,127
23-1-FA23-12-162,City Girl Bag | Dark Brown,Accessories,Tote bags,Fall25.1,6.57,24,20,21/10/2025,1,2,40,2,40,100%,5%,0.6,177.7,66.90%,0%,3%,0,2,0
25-3-FA25-1-436,Knitted Collar Cardigan | Porcelain,Tops,Cardigan,Fall25.1,14.95,89,20,21/10/2025,1,5,368,2,147,41%,2%,0.7,21,69.50%,60%,28%,3,134,132
25-3-FA25-7-438,Brushed Knit Sweater | Cloud White,Tops,Sweater,Fall25.2,13.54,84,16,17/11/2025,1,8,418,2,-35,48%,3%,0.8,3,-177.00%,75%,30%,6,148,146
25-4-FA25-11-469,The Mini Tote | Ash Brown,Accessories,Bags,Fall25.1,13.4,65,20,21/10/2025,1,3,177,2,124,100%,5%,1.9,57.7,100.00%,33%,15%,1,2,0
24-1-FA24-7-340,Essential Abaya Regular | Leaf,Outerwear,Abaya,Carry over,16.85,130,52,12/3/2025,1,4,431,2,216,99%,2%,0.9,11.7,84.40%,50%,30%,2,6,4
25-1-SP25-25-340,Curved Edge Abaya | Leaf,Outerwear,Abaya,Spring25.2,16.44,129,52,12/3/2025,1,2,213,2,213,46%,1%,0.5,15.3,84.60%,0%,23%,0,241,239
25-1-SP25-16-355,Plisse Gathered Dress | Desert Brown,Dresses,Occasion,Spring25.2,21.77,119,52,13/3/2025,1,2,198,2,198,19%,0%,0.3,19.3,78.00%,0%,55%,0,548,546
25-1-FA25-14-438,Wool Blend Skirt | Cloud White,Bottoms,Skirts,Fall25.1,13.19,84,20,21/10/2025,1,5,348,2,139,48%,2%,0.3,11,81.00%,60%,50%,3,45,43
24-2-SP24-13-265,The Flowy Premium | Misty Blue,Scarves,Decorative scarves,Carry over,8.57,64,94,23/5/2024,1,2,107,2,107,62%,1%,0.3,0.7,83.90%,0%,9%,0,143,141
25-1-SP25-38-283,Satin Trim Trouser | Soft Khaki,Bottoms,Pants,Spring25.2,12.68,69,52,12/3/2025,1,3,172,2,115,95%,2%,0.6,131.3,77.90%,33%,32%,1,27,25
25-1-SU25-30-143,Short Satin Abaya | Taupe,Outerwear,Abaya,Summer25,12.42,89,40,5/6/2025,1,2,148,2,148,28%,1%,0.5,4.3,83.30%,0%,31%,0,440,438
25-1-SU25-23-143,Summer Pants | Taupe,Bottoms,Pants,Summer25,13.1,74,40,5/6/2025,1,2,131,2,131,28%,1%,0.3,-2.3,80.00%,0%,61%,0,421,419
25-1-SU25-12-433,Sleeveless Dress | Warm Khaki,Dresses,Casual,Summer25,13.3,89,40,5/6/2025,1,3,221,2,147,53%,1%,0.5,4.7,81.90%,33%,41%,1,193,191
25-1-FA25-13-437,Wool Blend Sweater | Desert Clay,Tops,Sweaters,Fall25.1,14.07,89,20,21/10/2025,1,5,369,2,147,18%,1%,0.4,15,80.90%,60%,46%,3,193,191
24-1-SU24-10-100,Sleeveless Satin Dress | Black,Dresses,(none),Summer24,10.9,69,93,29/5/2024,1,2,115,2,115,98%,1%,0.3,17,81.00%,0%,36%,0,7,5
25-2-SP25-7-355,Soft Rayon Abaya | Desert Brown,Outerwear,Abaya,Spring25.1,21.29,98,26,12/9/2025,1,3,243,2,161,95%,4%,0.5,-6.3,73.60%,33%,38%,1,16,14
25-1-SP25-28-100,Double Sleeve Dress | Black,Dresses,Casual,Spring25.2,16.08,129,52,13/3/2025,1,6,641,2,172,75%,1%,1.4,40.7,81.30%,67%,31%,4,245,243
24-2-SU24-6-454,Liquid Jersey Scarf | Dark Pistachio,Scarves,Liquid,Fall25.1,5.62,25,20,21/10/2025,1,2,41,2,41,100%,5%,1,252,72.80%,0%,5%,0,2,0
25-3-FA25-2-131,Knitted Cable Pants | Chocolate,Bottoms,Pants,Fall25.1,9.49,74,20,21/10/2025,1,2,122,2,122,35%,2%,0.5,42.3,84.50%,0%,32%,0,268,266
24-2-SP24-18-100,Jersey Modal Skirt | Black,Bottoms,Skirts,Carry over,10.96,69,94,23/5/2024,1,7,353,2,198,88%,1%,1.9,1,88.90%,71%,24%,5,155,153
25-2-SP25-3-355,Pleated Shoulder Dress | Desert Brown,Dresses,Casual,Spring25.1,19.68,89,55,17/2/2025,1,2,148,2,148,99%,2%,0.3,36.3,73.50%,0%,48%,0,4,2
25-1-SU25-11-411,Wrap Skirt | White Pepper,Bottoms,Skirts,Summer25,12.42,75,40,5/6/2025,1,3,197,2,134,65%,2%,0.6,8,81.40%,33%,33%,1,145,143
24-1-FA24-10-321,Essential Dress Regular | Dusty Indigo,Dresses,Dress,(none),13.12,90,73,17/10/2024,1,2,160,2,160,90%,1%,0.3,30,83.60%,0%,36%,0,99,97
24-1-FA24-15-368,Satin Skirt | Soft Black,Bottoms,Skirts,Fall24,17.6,79,73,17/10/2024,1,3,222,2,156,98%,1%,0.5,6,77.50%,33%,37%,1,7,5
25-1-SP25-6-100,Frayed Hem Linen Dress | Black,Dresses,Casual,Spring25.1,23.14,109,26,12/9/2025,1,3,270,2,220,74%,3%,0.6,-1.7,79.00%,33%,30%,1,129,127
25-2-SP25-16-100,Double Draped Shoulder Dress | Black,Dresses,Casual,Spring25.2,14.52,98,52,13/3/2025,1,2,183,2,183,100%,2%,0.5,126.7,84.10%,0%,35%,0,4,2
25-1-SU25-37-143,Woven Abaya Short | Taupe,Outerwear,Abaya,Summer25,12.91,98,40,5/6/2025,1,2,175,2,175,98%,2%,0.7,9.3,85.30%,0%,28%,0,11,9
25-1-FA25-1-462,Tailored V-Neck Dress | Walnut,Dresses,Casual,Fall25.1,15.39,89,20,21/10/2025,1,10,753,2,173,31%,1%,1,23,82.20%,80%,43%,8,212,210
25-1-SP25-36-283,Kaftan Dress Short | Soft Khaki,Dresses,Occasion,Spring25.2,15.53,129,52,13/3/2025,1,2,214,1,108,100%,2%,0.9,83,85.60%,50%,43%,1,1,0
24-1-SP24-23-237,Essential Abaya | Light Sage,Outerwear,Abaya,Carry over,14.75,130,92,8/6/2024,1,2,215,1,107,100%,1%,0.5,0,86.30%,50%,25%,1,2,1
25-1-SU25-22-282,Summer Shirt | Sand,Tops,Shirt,Summer25,14.07,79,40,5/6/2025,1,2,133,1,99,16%,0%,0.5,6.3,85.90%,50%,49%,1,580,579
25-1-SU25-15-427,Summer Fil Coupé Blazer | Natural,Outerwear,Blazer,Summer25,20.94,119,40,5/6/2025,1,2,197,1,147,89%,2%,0.3,-0.3,85.80%,50%,35%,1,35,34
25-3-FA25-3-436,Knitted Collar Dress | Porcelain,Dresses,Casual,Fall25.1,16.35,104,20,21/10/2025,1,3,258,1,86,48%,2%,0.3,26,81.00%,67%,37%,2,90,89
25-3-FA25-1-131,Knitted Collar Cardigan | Chocolate,Tops,Cardigan,Fall25.1,14.95,89,20,21/10/2025,1,5,369,1,75,64%,3%,1,71,80.00%,80%,28%,4,144,143
24-2-SU24-7-163,Premium Jersey Prayer Skirt | Butter Cream,Bottoms,Skirts,Carry over,9.03,49,92,4/6/2024,1,3,123,1,69,64%,1%,0.5,5.3,86.90%,67%,23%,2,75,74
25-2-FA25-6-440,Comfy Pants | White Honey,Bottoms,Pants,Fall25.2,10.2,74,16,17/11/2025,1,2,135,1,73,4%,0%,0.2,1.7,100.00%,50%,15%,1,649,648
25-3-FA25-11-436,Ribbed Knit Sweater | Porcelain,Tops,Sweaters,Fall25.1,9.93,94,20,21/10/2025,1,5,289,1,-22,26%,1%,0.4,19.7,-100.00%,80%,37%,4,207,206
24-1-FA24-10-337,Essential Dress Regular | Dusty Olive,Dresses,Dress,(none),13.12,90,73,17/10/2024,1,3,224,1,75,94%,1%,0.7,45,82.50%,67%,32%,2,46,45
24-2-SU24-14-256,Essential Underscarf | Ash Rose,Scarves,Underscarf,Summer24,3.45,25,92,8/6/2024,1,4,83,1,31,39%,0%,0.8,5.3,88.80%,75%,19%,3,316,315
24-2-SP24-3-176,Breathable Khimaar | Dusty Bone,Hijab/khimaar,Khimaar,Spring25.1,12.22,59,26,12/9/2025,1,5,196,1,29,38%,1%,1.2,-1,58.40%,80%,19%,4,304,303
24-2-FA24-10-100,Rayon Abaya | Black,Outerwear,Abaya,Fall24,18.99,98,73,17/10/2024,1,2,163,1,82,100%,1%,0.4,28,76.70%,50%,21%,1,1,0
25-1-FA25-6-463,Shawl Shirt | Leopard,Tops,Shirt,Fall25.2,11.69,79,16,17/11/2025,1,4,229,1,31,25%,1%,0.5,-0.3,100.00%,75%,33%,3,121,120
25-1-SP25-33-278,Box Fit Blazer | Off White,Outerwear,Blazer,Spring25.2,19.75,109,52,12/3/2025,1,3,271,1,90,65%,1%,0.6,30,78.10%,67%,34%,2,301,300
25-1-SU25-29-377,Satin Cape Top | Brown Rice,Tops,Blouse,Summer25,11.55,79,40,5/6/2025,1,2,130,1,65,79%,2%,0.3,6.3,82.20%,50%,39%,1,99,98
24-1-SU24-8-367,Weightless Woven Scarf | Warm Butter,Scarves,Modal,Carry over,4.15,25,40,5/6/2025,1,2,42,1,21,43%,1%,0.8,20.3,80.10%,50%,12%,1,289,288
25-2-SP25-9-143,Essential Jersey Dress Short | Taupe,Dresses,Essential,Carry over,10.11,89,40,5/6/2025,1,3,222,1,74,99%,2%,0.7,7,86.30%,67%,27%,2,5,4
25-1-FA25-16-438,Wool Blend Dress | Cloud White,Dresses,Casual,Fall25.1,21.1,129,20,21/10/2025,1,3,322,1,105,15%,1%,0.3,10.3,79.90%,67%,57%,2,190,189
25-1-SU25-14-100,Gathered Neck Dress | Black,Dresses,Casual,Summer25,18.73,129,40,5/6/2025,1,3,338,1,178,87%,2%,0.9,6.7,89.50%,67%,29%,2,40,39
25-1-SU25-24-282,Summer Skirt | Sand,Bottoms,Skirts,Summer25,14.07,74,40,5/6/2025,1,3,184,1,123,28%,1%,0.6,3.3,88.60%,67%,44%,2,494,493
24-2-SU24-7-335,Premium Jersey Prayer Skirt | Blue Sapphire,Bottoms,Skirts,Carry over,11.52,49,68,21/11/2024,1,2,81,1,41,90%,1%,0.5,3.7,71.60%,50%,23%,1,26,25
25-1-SP25-3-100,Essential Soft Woven Dress Regular | Black,Dresses,Essential,Spring25.1,19.11,90,26,12/9/2025,1,3,223,1,164,46%,2%,0.5,-7,88.30%,67%,42%,2,210,209
25-2-SP25-8-355,Soft Rayon V-Neck Dress | Desert Brown,Dresses,Casual,Spring25.1,19.55,89,26,12/9/2025,1,2,149,1,111,84%,3%,0.3,-7.7,82.50%,50%,40%,1,36,35
25-2-SU25-2-305,Summer Jersey Kaftan Dress | Sunset Yellow,Dresses,Casual,Summer25,13.1,89,40,5/6/2025,1,3,222,1,110,90%,2%,0.6,-4.7,88.10%,67%,46%,2,58,57
25-3-FA25-5-162,Brushed Knit V-Neck Dress | Dark Brown,Dresses,Casual,Fall25.2,17.41,104,16,17/11/2025,1,4,344,1,82,37%,2%,0.3,-5.3,78.70%,75%,42%,3,220,219
25-1-SP25-46-378,Structured Tailored Dress | Grey Green,Dresses,Casual,Spring25.2,16.9,98,52,12/3/2025,1,2,159,1,127,54%,1%,0.3,13,86.70%,50%,31%,1,315,314
25-1-SP25-33-406,Box Fit Blazer | Sorbet,Outerwear,Blazer,Carry over,20.87,109,40,5/6/2025,1,2,182,1,145,61%,1%,0.5,4.3,85.60%,50%,24%,1,74,73
25-2-FA25-3-440,Comfy Sweater Dress | White Honey,Dresses,Casual,Fall25.2,14.07,95,16,17/11/2025,1,2,129,1,50,3%,0%,0.2,0.7,100.00%,50%,4%,1,787,786
25-1-SU25-37-367,Woven Abaya Short | Warm Butter,Outerwear,Abaya,Summer25,12.91,98,40,5/6/2025,1,2,163,1,80,85%,2%,0.4,11.7,83.90%,50%,34%,1,39,38
25-2-SP25-4-327,Soft Rayon Dress | Pebble,Dresses,Casual,Spring25.1,21.4,89,55,17/2/2025,1,2,147,1,74,100%,2%,0.5,51.7,70.90%,50%,51%,1,2,1
23-1-FA23-2-164,Satin Long Jacket | Ash Brown,Outerwear,Jacket,Fall23.2,26.99,140,94,23/5/2024,1,3,347,1,116,98%,1%,0.5,-8.7,76.70%,67%,37%,2,11,10
25-1-SP25-21-282,Asymmetric Pleated Tunic | Sand,Dresses,Casual,Carry over,16.98,109,40,5/6/2025,1,2,182,1,91,37%,1%,0.3,3.3,81.30%,50%,32%,1,276,275
25-1-SU25-38-377,The Wave Breathable | Brown Rice,Scarves,Decorative,Summer25,8.73,55,40,5/6/2025,1,2,91,1,64,45%,1%,0.3,7,86.40%,50%,6%,1,210,209
25-1-FA25-14-162,Wool Blend Skirt | Dark Brown,Bottoms,Skirts,Fall25.1,13.19,84,20,21/10/2025,1,2,140,0,1,61%,3%,0.2,36.7,100.00%,100%,51%,2,73,73
25-1-SP25-46-278,Structured Tailored Dress | Off White,Dresses,Casual,Spring25.2,16.9,98,52,13/3/2025,1,5,326,0,86,63%,1%,0.8,21.7,100.00%,100%,41%,5,249,249
25-1-SP25-23-282,Structured Tailored Pants | Sand,Bottoms,Pants,Carry over,13.68,74,40,5/6/2025,1,2,62,0,-43,39%,1%,0.5,1,-100.00%,100%,36%,2,266,266
25-2-SP25-9-327,Essential Jersey Dress Short | Pebble,Dresses,Essential,Spring25.1,9.44,89,26,12/9/2025,1,4,308,0,10,98%,4%,1.9,-9.3,100.00%,100%,49%,4,8,8
25-1-SU25-10-433,Wrap Abaya | Warm Khaki,Outerwear,Abaya,Summer25,17.47,109,40,5/6/2025,1,3,270,0,88,26%,1%,0.6,3.3,100.00%,100%,48%,3,453,453
25-1-FA25-6-374,Shawl Shirt | Khaki,Tops,Shirt,Fall25.2,10.11,79,16,17/11/2025,1,3,196,0,0,24%,1%,0.9,1,0.00%,100%,32%,3,115,115
25-1-FA25-5-463,Shawl Dress | Leopard,Dresses,Occasion,Fall25.2,15.21,119,16,17/11/2025,1,4,410,0,13,19%,1%,0.4,0,100.00%,100%,35%,4,132,132
25-3-FA25-7-162,Brushed Knit Sweater | Dark Brown,Tops,Sweater,Fall25.2,13.54,84,16,17/11/2025,1,10,628,0,-68,64%,4%,1,-11,-100.00%,100%,39%,10,177,177
